,gene,log2FC,pvalue,adj_pvalue,regulation,test_type,mean_tumor,mean_normal,neg_log10_pval,mechanistic_note
UGT2A1,UGT2A1,-2.188348790293204,3.869120192911641e-15,2.916542801416795e-12,Downregulated,paired_ttest,2.0028536904293435,4.191202480722548,11.535131645744258,Transcriptional Driver
TMEM239,TMEM239,-1.8213132712711684,7.738500442332522e-15,5.555506317552624e-12,Downregulated,paired_ttest,1.7718256510788868,3.593138922350055,11.255276354203097,Transcriptional Driver
ZNF223,ZNF223,-2.923322367006019,1.1302122070310905e-14,7.745036015091236e-12,Downregulated,paired_ttest,3.895448734871229,6.818771101877248,11.110976558392958,Transcriptional Driver
RNASE11,RNASE11,-3.3620928793432467,2.0673506676787252e-14,1.3551034202575854e-11,Downregulated,paired_ttest,0.1976405223560563,3.559733401699303,10.868027558565803,Transcriptional Driver
ZNF763,ZNF763,-2.2056413165910653,2.1995657131131752e-14,1.381693862120593e-11,Downregulated,paired_ttest,4.513814323327948,6.719455639919014,10.85958817166497,Transcriptional Driver
ZNF788,ZNF788,-1.254131464567461,4.231113981186068e-14,2.5515309752144467e-11,Downregulated,paired_ttest,8.401332281908802,9.655463746476263,10.593199155027985,Transcriptional Driver
MRPL30,MRPL30,-1.14762453631712,6.906325979865295e-14,4.004606556632661e-11,Downregulated,paired_ttest,4.626762926628347,5.774387462945467,10.39744014591605,Transcriptional Driver
ITGB3,ITGB3,-2.7512396607452807,7.55841337014446e-14,4.220394072899922e-11,Downregulated,paired_ttest,4.293113591627237,7.044353252372518,10.374646995555977,Transcriptional Driver
TLR9,TLR9,-2.3434118793557888,1.266383938077894e-13,6.81857294659369e-11,Downregulated,paired_ttest,3.472415770744079,5.815827650099868,10.166306508960806,Transcriptional Driver
CELF6,CELF6,-2.066214423495091,2.912319294585267e-13,1.5140043339712926e-10,Downregulated,paired_ttest,4.368315635011173,6.434530058506264,9.819872881627807,Transcriptional Driver
CRYBG3,CRYBG3,-2.599215340933002,3.315198317211742e-13,1.6659976610094742e-10,Downregulated,paired_ttest,5.133293758310239,7.732509099243241,9.778325612659959,Transcriptional Driver
NTRK2,NTRK2,-2.3938943802725072,6.490063712188708e-13,3.0576312664049054e-10,Downregulated,paired_ttest,1.941677882153414,4.335572262425921,9.514614889303422,Transcriptional Driver
HOXC4,HOXC4,-1.7475758058061226,6.458415597694732e-13,3.0576312664049054e-10,Downregulated,paired_ttest,4.974431469647146,6.722007275453269,9.514614889303422,Transcriptional Driver
ABCA8,ABCA8,-2.2817289063912662,2.512141318847457e-12,1.1476679552407353e-09,Downregulated,paired_ttest,2.628612829567082,4.910341735958348,8.940183744399281,Transcriptional Driver
ARHGAP6,ARHGAP6,-1.4111638849911217,4.085941689584954e-12,1.811754615064199e-09,Downregulated,paired_ttest,1.2577255929858164,2.668889477976938,8.741900623734336,Transcriptional Driver
MRPS17,MRPS17,-1.3934304288148516,5.6744463201648274e-12,2.4442272206515693e-09,Downregulated,paired_ttest,7.428221297098653,8.821651725913505,8.611858423597967,Transcriptional Driver
MYBL2,MYBL2,2.900059529899049,5.993284104492001e-12,2.509854198870039e-09,Upregulated,paired_ttest,4.270062579375225,1.3700030494761768,8.600351506592808,Transcriptional Driver
RPP14,RPP14,-1.2033803147036606,6.8263111870959135e-12,2.7082491435962628e-09,Downregulated,paired_ttest,7.170950648530009,8.37433096323367,8.567311385514245,Transcriptional Driver
ESR1,ESR1,-2.2868326609039946,6.765523631549764e-12,2.7082491435962628e-09,Downregulated,paired_ttest,2.549693155495,4.836525816398995,8.567311385514245,Transcriptional Driver
SEMA6A,SEMA6A,-1.73068503215186,9.379308509200983e-12,3.576264955635126e-09,Downregulated,paired_ttest,3.164903664011475,4.895588696163335,8.44657031300039,Transcriptional Driver
PSMA2,PSMA2,-1.5435165196861211,9.48863081887802e-12,3.576264955635126e-09,Downregulated,paired_ttest,6.528311191931233,8.071827711617354,8.44657031300039,Transcriptional Driver
MMP11,MMP11,3.5226590655426904,1.0036556950151845e-11,3.6076300988851867e-09,Upregulated,paired_ttest,6.801262174538083,3.2786031089953926,8.44277799836083,Transcriptional Driver
RBL1,RBL1,-1.498949105241559,1.0050442037223257e-11,3.6076300988851867e-09,Downregulated,paired_ttest,5.937316758173926,7.4362658634154855,8.44277799836083,Transcriptional Driver
HIST2H3A,HIST2H3A,3.3449477771646587,1.6679229126983974e-11,5.714910416327509e-09,Upregulated,paired_ttest,5.771169351625491,2.426221574460832,8.24299057296766,Transcriptional Driver
HIST2H3C,HIST2H3C,3.3449477771646587,1.6679229126983974e-11,5.714910416327509e-09,Upregulated,paired_ttest,5.771169351625491,2.426221574460832,8.24299057296766,Transcriptional Driver
ANK2,ANK2,-2.5545958467619934,1.7476644394550792e-11,5.85506424204995e-09,Downregulated,paired_ttest,3.0090923414649713,5.563688188226965,8.232468335465274,Transcriptional Driver
MAST4,MAST4,-1.344216202211192,1.8438870510515492e-11,6.043139387315904e-09,Downregulated,paired_ttest,4.139324120682536,5.483540322893728,8.218737388468075,Transcriptional Driver
GSTM2,GSTM2,-1.7553762877156531,2.70419572862714e-11,8.674139320166544e-09,Downregulated,paired_ttest,4.606941752934478,6.362318040650131,8.061773606686492,Transcriptional Driver
ZNF286A,ZNF286A,-1.9771518659386054,2.8233294820528352e-11,8.86760734821428e-09,Downregulated,paired_ttest,5.655303434760056,7.632455300698662,8.052193545404098,Transcriptional Driver
ZNF747,ZNF747,-1.6489792382288764,2.8906840055452813e-11,8.893867768898094e-09,Downregulated,paired_ttest,5.98018181291057,7.629161051139446,8.050909331786656,Transcriptional Driver
SHPK,SHPK,-1.562343816881655,3.1309877702130026e-11,9.255445416417888e-09,Downregulated,paired_ttest,6.730951298536506,8.293295115418161,8.033602676075022,Transcriptional Driver
MFRP,MFRP,-1.930123349728337,3.126433564676939e-11,9.255445416417888e-09,Downregulated,paired_ttest,0.8802543257642613,2.810377675492598,8.033602676075022,Transcriptional Driver
CXCL10,CXCL10,2.8977589877534187,3.7671659464367175e-11,1.0921883424707682e-08,Upregulated,paired_ttest,3.7812422108233994,0.8834832230699808,7.961702463240538,Transcriptional Driver
KBTBD4,KBTBD4,-2.290103554603788,7.403815058451388e-11,2.1060361475700593e-08,Downregulated,paired_ttest,5.117555251488637,7.407658806092425,7.676534178945649,Transcriptional Driver
E2F1,E2F1,2.2833897186811196,9.824421693782952e-11,2.742832989916144e-08,Upregulated,paired_ttest,3.777826666503896,1.4944369478227764,7.561800635620409,Transcriptional Driver
FGF10,FGF10,-2.2123949706363417,1.7231764313892312e-10,4.723383250840736e-08,Downregulated,paired_ttest,1.1617982454294202,3.374193216065762,7.325746814750933,Transcriptional Driver
SH3D19,SH3D19,-1.3024733584741899,1.920547972432745e-10,5.170389505785012e-08,Downregulated,paired_ttest,4.007452928680622,5.309926287154812,7.286476738561534,Transcriptional Driver
TK1,TK1,2.570457727668303,2.8041621154259963e-10,7.416762816168829e-08,Upregulated,paired_ttest,5.061639439903823,2.49118171223552,7.129785609255176,Transcriptional Driver
TMEM132A,TMEM132A,2.235044542626043,2.9267933071860145e-10,7.47870099985362e-08,Upregulated,paired_ttest,6.795046590433754,4.560002047807711,7.12617382962045,Transcriptional Driver
ABCA10,ABCA10,-1.8914949867952462,2.8846385657262825e-10,7.47870099985362e-08,Downregulated,paired_ttest,2.0707068949207805,3.9622018817160267,7.12617382962045,Transcriptional Driver
FAT4,FAT4,-1.4209525910464567,3.283297159988849e-10,8.114588194097031e-08,Downregulated,paired_ttest,1.6202049966605852,3.041157587707042,7.0907335152178215,Transcriptional Driver
FN1,FN1,2.51721278918469,3.2721853386258734e-10,8.114588194097031e-08,Upregulated,paired_ttest,9.268439536002736,6.7512267468180465,7.0907335152178215,Transcriptional Driver
SVEP1,SVEP1,-1.6462461147791387,3.515117502144825e-10,8.547405074570222e-08,Downregulated,paired_ttest,2.577638668745899,4.223884783525038,7.068165713674891,Transcriptional Driver
PGR,PGR,-2.2052526581347336,3.72615138149701e-10,8.916739401182369e-08,Downregulated,paired_ttest,1.3252666143979943,3.530519272532728,7.049793925775128,Transcriptional Driver
ZNF8,ZNF8,-1.9653368345689577,3.8722826417940384e-10,8.985729917767496e-08,Downregulated,paired_ttest,4.613233743286688,6.578570577855646,7.046446639046574,Transcriptional Driver
GFRA1,GFRA1,-2.074293949079726,3.8741870831446485e-10,8.985729917767496e-08,Downregulated,paired_ttest,1.6365535406937937,3.7108474897735193,7.046446639046574,Transcriptional Driver
ARHGAP23,ARHGAP23,-1.575063620141603,3.9912123532347517e-10,9.11689658141926e-08,Downregulated,paired_ttest,4.110696309699936,5.685759929841539,7.040152971642611,Transcriptional Driver
KIF20A,KIF20A,1.7153980470564534,4.4015230939962086e-10,9.904083905236843e-08,Upregulated,paired_ttest,2.945779740118756,1.2303816930623026,7.004185689060326,Transcriptional Driver
SBK1,SBK1,1.7404447988895195,4.677388115200596e-10,1.0370044591877086e-07,Upregulated,paired_ttest,3.3846635945478365,1.644218795658317,6.9842193761119695,Transcriptional Driver
NOVA1,NOVA1,-2.349086097751111,4.830123836871554e-10,1.0427592451565835e-07,Downregulated,paired_ttest,1.3710419503809912,3.720128048132102,6.981815950988063,Transcriptional Driver
SCN4B,SCN4B,-1.5490091691884438,4.841678638959993e-10,1.0427592451565835e-07,Downregulated,paired_ttest,1.5770755979006996,3.1260847670891434,6.981815950988063,Transcriptional Driver
TMBIM4,TMBIM4,-1.5892165566577932,5.166577205517814e-10,1.0970608162026278e-07,Downregulated,paired_ttest,7.142012550185794,8.731229106843587,6.959769296391459,Transcriptional Driver
KIAA0391,KIAA0391,-2.023370048968248,5.349125208300663e-10,1.1200473838936222e-07,Downregulated,paired_ttest,5.682800631503941,7.706170680472189,6.950763604001038,Transcriptional Driver
GALNT16,GALNT16,-1.8099262031838328,6.153594662348724e-10,1.2708437415009501e-07,Downregulated,paired_ttest,2.9144575493914977,4.7243837525753305,6.895907845493015,Transcriptional Driver
CENPA,CENPA,1.9470708305269269,6.292787233488884e-10,1.282027842325384e-07,Upregulated,paired_ttest,2.8587750117429627,0.9117041812160358,6.892102542963086,Transcriptional Driver
RUNX1T1,RUNX1T1,-1.9243912688018585,6.476259679461746e-10,1.3018145457008705e-07,Downregulated,paired_ttest,3.0796401329083642,5.004031401710223,6.885450880218984,Transcriptional Driver
PYCR1,PYCR1,2.8242114106588385,6.650786109022934e-10,1.316972139067636e-07,Upregulated,paired_ttest,5.776360541075623,2.9521491304167844,6.88042341256834,Transcriptional Driver
MTHFD2,MTHFD2,1.6796495818780222,6.72637667207535e-10,1.316972139067636e-07,Upregulated,paired_ttest,5.494023280970836,3.814373699092814,6.88042341256834,Transcriptional Driver
CACNA1G,CACNA1G,-1.8149546159507675,7.119704082953677e-10,1.3761110096744826e-07,Downregulated,paired_ttest,0.727319575203052,2.5422741911538194,6.861346530530414,Transcriptional Driver
CLN3,CLN3,-1.0632013803980946,8.193919719124522e-10,1.5636902998167253e-07,Downregulated,paired_ttest,10.257718567689995,11.32091994808809,6.805849257925287,Transcriptional Driver
ALG9,ALG9,-2.0413462419797224,8.401680147602526e-10,1.5764111858131107e-07,Downregulated,paired_ttest,6.427812403670334,8.469158645650056,6.8023304921522385,Transcriptional Driver
TNXB,TNXB,-2.1916281871436807,8.469707220142078e-10,1.5764111858131107e-07,Downregulated,paired_ttest,4.123176943927316,6.3148051310709965,6.8023304921522385,Transcriptional Driver
GAS7,GAS7,-1.3378805938035137,8.613294833245525e-10,1.5835857671464577e-07,Downregulated,paired_ttest,3.917771891399393,5.255652485202907,6.800358410227191,Transcriptional Driver
MYH11,MYH11,-2.514358810107006,9.209197257703686e-10,1.672745275387238e-07,Downregulated,paired_ttest,4.080545337090426,6.594904147197432,6.776570188096954,Transcriptional Driver
SLC5A3,SLC5A3,-2.3586827997779922,9.87810411062851e-10,1.7728844949028028e-07,Downregulated,paired_ttest,4.484893316939843,6.843576116717835,6.751319558172574,Transcriptional Driver
ITIH5,ITIH5,-1.49285728894022,1.0250324545021864e-09,1.8180457981264663e-07,Downregulated,paired_ttest,3.85886964505539,5.35172693399561,6.740395180727317,Transcriptional Driver
SNURF,SNURF,-1.9393051999315931,1.2035571085539376e-09,2.1098636009952517e-07,Downregulated,paired_ttest,6.782685457887795,8.721990657819388,6.675745620176172,Transcriptional Driver
NUSAP1,NUSAP1,2.225107038795645,1.2494337666226306e-09,2.1651107431727332e-07,Upregulated,paired_ttest,4.456248404670072,2.2311413658744272,6.664519885029416,Transcriptional Driver
LPHN3,LPHN3,-2.028550517398165,1.2814790601744128e-09,2.1954066262715281e-07,Downregulated,paired_ttest,0.7988649000098627,2.8274154174080275,6.658485029321324,Transcriptional Driver
H2AFX,H2AFX,1.8449095186110442,1.4493391219856697e-09,2.4550827643883096e-07,Upregulated,paired_ttest,5.4143131394730935,3.569403620862049,6.609933862599559,Transcriptional Driver
CST1,CST1,3.2211141263987,1.5901271393997198e-09,2.663639639287797e-07,Upregulated,paired_ttest,3.6278703876138296,0.40675626121512976,6.57452453072353,Transcriptional Driver
ABCA6,ABCA6,-1.8454373798242671,1.6313216924776874e-09,2.7026160259113866e-07,Downregulated,paired_ttest,2.5401911513220052,4.385628531146272,6.568215652293644,Transcriptional Driver
ACE,ACE,-1.2502766524227082,1.714207711138244e-09,2.8090647231652357e-07,Downregulated,paired_ttest,7.585299603713543,8.835576256136251,6.551438254180521,Transcriptional Driver
ISG15,ISG15,3.089380754641195,1.8299846908100577e-09,2.8761472047438963e-07,Upregulated,paired_ttest,6.011582401014493,2.9222016463732983,6.541188889995712,Transcriptional Driver
MMP9,MMP9,2.7249585716275924,1.8314548398475328e-09,2.8761472047438963e-07,Upregulated,paired_ttest,4.702910788414937,1.977952216787345,6.541188889995712,Transcriptional Driver
PI4K2A,PI4K2A,-1.8409611959554661,1.8047002678563159e-09,2.8761472047438963e-07,Downregulated,paired_ttest,5.84480186765372,7.685763063609186,6.541188889995712,Transcriptional Driver
ASPM,ASPM,1.4111931811868583,1.8271814426111305e-09,2.8761472047438963e-07,Upregulated,paired_ttest,2.0411126971938987,0.6299195160070403,6.541188889995712,Transcriptional Driver
IDS,IDS,-1.537697695355849,1.879709985089336e-09,2.9214956428048277e-07,Downregulated,paired_ttest,9.115057497963027,10.652755193318876,6.534394757071404,Transcriptional Driver
TSHZ2,TSHZ2,-1.5045795500191264,1.928924427836655e-09,2.967394354496471e-07,Downregulated,paired_ttest,2.720850286953308,4.225429836972435,6.527624733898542,Transcriptional Driver
ZNF668,ZNF668,-1.7460096881088525,2.0446839593141207e-09,3.1137025626888573e-07,Downregulated,paired_ttest,6.073875801442601,7.819885489551454,6.506722875888805,Transcriptional Driver
PITX1,PITX1,2.475800457467134,2.2842223917732133e-09,3.4436936778372966e-07,Upregulated,paired_ttest,4.084394899371126,1.6085944419039915,6.462975486701997,Transcriptional Driver
LIFR,LIFR,-1.77003307299064,2.4133725151457145e-09,3.6023766374590885e-07,Downregulated,paired_ttest,2.3710158594268957,4.141048932417536,6.4434108825717455,Transcriptional Driver
GALT,GALT,-2.323178424755689,2.5231192203137096e-09,3.72926915347544e-07,Downregulated,paired_ttest,6.7975758243498525,9.120754249105541,6.4283762710632475,Transcriptional Driver
IQGAP3,IQGAP3,2.816512744428464,2.8729470692218423e-09,4.205101943261019e-07,Upregulated,paired_ttest,4.5576007982789895,1.7410880538505256,6.376223471243223,Transcriptional Driver
SPP1,SPP1,3.1438840031775106,2.92675949249257e-09,4.242675587386345e-07,Upregulated,paired_ttest,6.681395038316501,3.5375110351389907,6.3723601749254355,Transcriptional Driver
TM9SF1,TM9SF1,-1.9328388594285943,2.962618248839382e-09,4.2537554970954787e-07,Downregulated,paired_ttest,6.906573899784387,8.839412759212982,6.371227476660357,Transcriptional Driver
PAMR1,PAMR1,-1.565602621002227,3.1466762246349836e-09,4.4754047889242463e-07,Downregulated,paired_ttest,1.3217047486395093,2.887307369641736,6.349167677745684,Transcriptional Driver
SAC3D1,SAC3D1,1.6551689826373401,3.372550834267237e-09,4.751829567982511e-07,Upregulated,paired_ttest,3.5145546071564433,1.8593856245191032,6.323139144418298,Transcriptional Driver
IL4I1,IL4I1,1.892800703270594,3.475425059688302e-09,4.85143594443156e-07,Upregulated,paired_ttest,3.6880779870719826,1.7952772838013886,6.314129698419828,Transcriptional Driver
ADCYAP1R1,ADCYAP1R1,-1.292815054704353,3.5084496500150718e-09,4.852604304919928e-07,Downregulated,paired_ttest,1.101448929408853,2.394263984113206,6.314025120841338,Transcriptional Driver
RTL1,RTL1,-1.2166984800199863,3.6657672987756666e-09,4.963084677399274e-07,Downregulated,paired_ttest,1.0458532475988254,2.2625517276188116,6.304248315047785,Transcriptional Driver
KRBOX1,KRBOX1,-2.231133865673131,3.6461991354058504e-09,4.963084677399274e-07,Downregulated,paired_ttest,4.40628464906857,6.637418514741701,6.304248315047785,Transcriptional Driver
LMNB1,LMNB1,1.9191359033986304,3.6870886433319092e-09,4.963084677399274e-07,Upregulated,paired_ttest,4.911648373849044,2.9925124704504134,6.304248315047785,Transcriptional Driver
FLRT2,FLRT2,-1.4118015945432054,3.970923159664573e-09,5.293053701537479e-07,Downregulated,paired_ttest,2.2851414571775632,3.6969430517207686,6.276293699781057,Transcriptional Driver
MCC,MCC,-1.221539407085456,4.002441774842615e-09,5.293053701537479e-07,Downregulated,paired_ttest,2.8398053465346944,4.06134475362015,6.276293699781057,Transcriptional Driver
RAI2,RAI2,-1.588252693712935,4.092292789512022e-09,5.364817921276804e-07,Downregulated,paired_ttest,1.7634768401893368,3.351729533902272,6.2704450131438145,Transcriptional Driver
SYNPO2,SYNPO2,-2.5569916638148835,4.146577736939837e-09,5.38912120362974e-07,Downregulated,paired_ttest,2.9064485893509127,5.463440253165796,6.268482048826381,Transcriptional Driver
HIST1H4A,HIST1H4A,2.287249013051353,4.416093947798543e-09,5.642121386187359e-07,Upregulated,paired_ttest,5.2642018241085475,2.9769528110571946,6.248557574546434,Transcriptional Driver
SLIT2,SLIT2,-1.6045515632066532,4.407998809616485e-09,5.642121386187359e-07,Downregulated,paired_ttest,2.260799997329469,3.865351560536122,6.248557574546434,Transcriptional Driver
TIMM10B,TIMM10B,-1.9154871213357971,4.509304633084024e-09,5.71279635700628e-07,Downregulated,paired_ttest,6.737161670513695,8.652648791849492,6.243151256878494,Transcriptional Driver
MRVI1,MRVI1,-1.5040268991369437,5.147419837242764e-09,6.466875122189326e-07,Downregulated,paired_ttest,2.7393762129426933,4.243403112079637,6.1893055253630305,Transcriptional Driver
POLR2J2,POLR2J2,-1.4732037892442928,5.20157765117055e-09,6.4809078238882e-07,Downregulated,paired_ttest,8.510938304299236,9.984142093543529,6.188364155350027,Transcriptional Driver
FREM1,FREM1,-1.651993562715503,5.306049615611481e-09,6.556885574176942e-07,Downregulated,paired_ttest,1.3738676627602786,3.0258612254757815,6.183302395247188,Transcriptional Driver
DNMT3B,DNMT3B,1.2802632721898186,5.700479039446177e-09,6.987026178755331e-07,Upregulated,paired_ttest,2.4462239505255408,1.1659606783357221,6.1557076295426105,Transcriptional Driver
ABI3BP,ABI3BP,-2.1392513393724633,6.192614007498451e-09,7.529020062665051e-07,Downregulated,paired_ttest,3.801576276455277,5.94082761582774,6.123261545588368,Transcriptional Driver
PLK1,PLK1,1.867102075027478,6.304653753027333e-09,7.603916798451206e-07,Upregulated,paired_ttest,4.326904739858117,2.459802664830639,6.118962643801757,Transcriptional Driver
HIST1H2AI,HIST1H2AI,3.758706174710179,6.480435448428931e-09,7.701095766655837e-07,Upregulated,paired_ttest,7.112440445976524,3.3537342712663447,6.113447475924363,Transcriptional Driver
CBX2,CBX2,1.9605760386427715,6.48739163150233e-09,7.701095766655837e-07,Upregulated,paired_ttest,3.8052824066118487,1.8447063679690772,6.113447475924363,Transcriptional Driver
MEX3A,MEX3A,2.4163060031348556,6.622730648179225e-09,7.800334941558595e-07,Upregulated,paired_ttest,4.375818935787399,1.9595129326525436,6.1078867485726525,Transcriptional Driver
FNDC1,FNDC1,2.1141381696358037,6.694997674777926e-09,7.824324414337365e-07,Upregulated,paired_ttest,4.059274161960675,1.9451359923248714,6.106553151007304,Transcriptional Driver
LSP1,LSP1,-1.945997526764815,7.127122220861077e-09,8.265268815515508e-07,Downregulated,paired_ttest,8.112870647259642,10.058868174024457,6.082743017083879,Transcriptional Driver
HIST1H3B,HIST1H3B,3.564418339256988,7.555508145221799e-09,8.629306121012413e-07,Upregulated,paired_ttest,7.33037060415167,3.765952264894682,6.0640241243231126,Transcriptional Driver
PRELP,PRELP,-1.2589459100425464,7.510032379243475e-09,8.629306121012413e-07,Downregulated,paired_ttest,3.315672515867234,4.57461842590978,6.0640241243231126,Transcriptional Driver
GPR133,GPR133,-1.3191109633670162,7.761518548431295e-09,8.797943882417308e-07,Downregulated,paired_ttest,2.6763865021426545,3.9954974655096707,6.055618812492622,Transcriptional Driver
HN1,HN1,2.3993596339547456,7.939666040929978e-09,8.93271680843734e-07,Upregulated,paired_ttest,6.175713259473545,3.7763536255187993,6.049016434116255,Transcriptional Driver
MFAP2,MFAP2,1.7979612455556508,8.325422362798982e-09,9.297338336411664e-07,Upregulated,paired_ttest,5.13801685640732,3.340055610851669,6.031641364484424,Transcriptional Driver
PER2,PER2,-1.3003833080689304,8.39607915719208e-09,9.307300689252043e-07,Downregulated,paired_ttest,4.017021403351665,5.317404711420595,6.03117625518852,Transcriptional Driver
CCNA2,CCNA2,1.4320799242502174,8.518218018086874e-09,9.37377042632684e-07,Upregulated,paired_ttest,2.2161463131830965,0.7840663889328792,6.028085687022374,Transcriptional Driver
MAB21L1,MAB21L1,-1.383729004401982,8.800809505088998e-09,9.545395978325306e-07,Downregulated,paired_ttest,0.7414667298798355,2.1251957342818177,6.020206050755429,Transcriptional Driver
NDUFA7,NDUFA7,-0.9115075400049264,8.737682858926448e-09,9.545395978325306e-07,Not Significant,paired_ttest,9.734715628266612,10.646223168271538,6.020206050755429,Not Significant
KL,KL,-1.0372507824529302,9.586642404056335e-09,1.0323444348825235e-06,Downregulated,paired_ttest,0.5857975816947069,1.623048364147637,5.986175379053902,Transcriptional Driver
HIST1H1B,HIST1H1B,3.092637191341907,1.0012191621049158e-08,1.0705234104889156e-06,Upregulated,paired_ttest,6.082078859131111,2.989441667789204,5.970403830999168,Transcriptional Driver
PAGR1,PAGR1,-1.2842326626073506,1.024289468678161e-08,1.087478030267039e-06,Downregulated,paired_ttest,7.299301759016262,8.583534421623613,5.963579508102219,Transcriptional Driver
MMRN1,MMRN1,-1.5000166201284315,1.0845695441812139e-08,1.1434245068584602e-06,Downregulated,paired_ttest,0.58770665820316,2.0877232783315915,5.941792503848753,Transcriptional Driver
PGM5,PGM5,-1.8396561418079291,1.1154240761328389e-08,1.1677870397068528e-06,Downregulated,paired_ttest,2.0952147985033456,3.9348709403112747,5.9326363489297655,Transcriptional Driver
DNMBP,DNMBP,-1.2687268978301263,1.1430404926991023e-08,1.185075646096007e-06,Downregulated,paired_ttest,2.1643200219340315,3.4330469197641578,5.926253926756392,Transcriptional Driver
MELK,MELK,1.725560218434693,1.155519501035507e-08,1.185075646096007e-06,Upregulated,paired_ttest,3.3659222736264574,1.6403620551917644,5.926253926756392,Transcriptional Driver
LRP8,LRP8,1.4873513330990344,1.149797832745143e-08,1.185075646096007e-06,Upregulated,paired_ttest,3.817424839987317,2.3300735068882825,5.926253926756392,Transcriptional Driver
ADM2,ADM2,1.5868262637761614,1.2240922082620039e-08,1.2469198737674303e-06,Upregulated,paired_ttest,3.0571581020172744,1.470331838241113,5.904161453096195,Transcriptional Driver
RBMS3,RBMS3,-1.8723166212511542,1.3089982653329334e-08,1.3244602582657253e-06,Downregulated,paired_ttest,2.708695172426597,4.581011793677751,5.877961068604833,Transcriptional Driver
ADAMTS14,ADAMTS14,1.4050001860981585,1.3378885078395454e-08,1.3446671429459323e-06,Upregulated,paired_ttest,2.52725530092828,1.1222551148301214,5.871385207016377,Transcriptional Driver
ITFG3,ITFG3,-1.7067466441320223,1.4152364845877685e-08,1.4104763220031268e-06,Downregulated,paired_ttest,7.87375645685555,9.580503100987572,5.850634200050761,Transcriptional Driver
IFI30,IFI30,2.418850143274645,1.4220774803958297e-08,1.4104763220031268e-06,Upregulated,paired_ttest,6.316883925897372,3.898033782622727,5.850634200050761,Transcriptional Driver
CNN1,CNN1,-2.379272275782363,1.5066561279185548e-08,1.4749576483441643e-06,Downregulated,paired_ttest,3.7716458134457134,6.150918089228076,5.831220449756662,Transcriptional Driver
IER3IP1,IER3IP1,-1.9655867847252946,1.504887957709827e-08,1.4749576483441643e-06,Downregulated,paired_ttest,5.511341432827561,7.476928217552856,5.831220449756662,Transcriptional Driver
TYMS,TYMS,2.083566433979184,1.553515111475071e-08,1.511018956167624e-06,Upregulated,paired_ttest,4.619918445041792,2.536352011062608,5.820730087277548,Transcriptional Driver
ADH1B,ADH1B,-2.6187570366933275,1.5832282473530278e-08,1.5300480164804005e-06,Downregulated,paired_ttest,2.7010482759513432,5.319805312644671,5.815294939793341,Transcriptional Driver
GRIK3,GRIK3,-1.6673705359110496,1.661239611551917e-08,1.5952132728507453e-06,Downregulated,paired_ttest,0.7461427450239808,2.4135132809350304,5.797181245503171,Transcriptional Driver
TP63,TP63,-2.708510865602955,1.74057620885423e-08,1.6608181597902768e-06,Downregulated,paired_ttest,1.9856383379411693,4.694149203544124,5.77967791512403,Transcriptional Driver
ABCA9,ABCA9,-1.5791537395789699,1.7993942237024214e-08,1.706142598524384e-06,Downregulated,paired_ttest,2.3240192840255127,3.9031730236044826,5.7679846735412,Transcriptional Driver
CXCL9,CXCL9,2.4013736048063183,1.8734022088665382e-08,1.7652132313044957e-06,Upregulated,paired_ttest,3.533322888192901,1.1319492833865827,5.7532028259217665,Transcriptional Driver
AQP1,AQP1,-2.375277848442529,1.9361521161369353e-08,1.8049691128993576e-06,Downregulated,paired_ttest,8.018318810242128,10.393596658684658,5.743530225454801,Transcriptional Driver
CTXN1,CTXN1,2.165540727211822,1.9395396410831516e-08,1.8049691128993576e-06,Upregulated,paired_ttest,4.556856075002004,2.3913153477901825,5.743530225454801,Transcriptional Driver
JAM2,JAM2,-1.1528717453063981,2.018629146002926e-08,1.867046196634363e-06,Downregulated,paired_ttest,2.4213099454179097,3.574181690724308,5.728844936097428,Transcriptional Driver
THSD4,THSD4,-2.000363586823252,2.0742583775993798e-08,1.9067999573590395e-06,Downregulated,paired_ttest,2.545480088614371,4.545843675437623,5.71969486645694,Transcriptional Driver
CDCA3,CDCA3,1.5391129454484571,2.091989134824612e-08,1.9114441331282335e-06,Upregulated,paired_ttest,3.995538094119963,2.456425148671506,5.718638390832866,Transcriptional Driver
CRIP1,CRIP1,-1.849807334259154,2.1194994645445317e-08,1.9249140920164674e-06,Downregulated,paired_ttest,8.968550210266141,10.818357544525295,5.715588648075344,Transcriptional Driver
C21orf58,C21orf58,1.5198279497727403,2.2886065661281495e-08,2.066049855745388e-06,Upregulated,paired_ttest,4.138341164045726,2.6185132142729857,5.6848592027516025,Transcriptional Driver
SYNE1,SYNE1,-1.086617055749886,2.3154516624293037e-08,2.077842218022868e-06,Downregulated,paired_ttest,4.968264702447295,6.0548817581971806,5.6823874338932026,Transcriptional Driver
LGI4,LGI4,-1.5183497256963916,2.3317233598993402e-08,2.080062803185944e-06,Downregulated,paired_ttest,2.0361662793379574,3.554516005034349,5.681923552217364,Transcriptional Driver
C8G,C8G,1.0170031629452203,2.373188476620349e-08,2.092291782077683e-06,Upregulated,paired_ttest,1.9319305041560026,0.9149273412107823,5.679377750727337,Transcriptional Driver
TRIM14,TRIM14,1.1888111758580187,2.359919721079989e-08,2.092291782077683e-06,Upregulated,paired_ttest,5.096606857755109,3.9077956818970905,5.679377750727337,Transcriptional Driver
